ID,Word,Valence_mean,Valence_SD,Arousal_mean,Arousal_SD,Dominance_mean,Dominance_SD,Valence_mean_male,Valence_mean_female
7678,microwave,5.25,1.59,4,2.47,5.6,2.21,5.33,5.21
7679,mid,5.21,1.41,2.8,2.04,5.33,2,5.55,4.92
7680,midair,5,1.59,5.23,2.22,4.84,2.24,4.89,5.09
7681,midday,5.37,1.3,3.63,2.14,4.9,2.27,6,5.25
7682,middle,5.22,1.48,2.85,2.06,5.11,1.49,4.38,5.9
7683,middleman,4.24,1.48,3.92,2.46,5.33,2.53,3.78,4.58
7684,middleweight,4.1,1.55,4.04,1.61,4,1.82,4.4,4
7685,midget,4.58,1.43,4,2.1,3.7,2,4.33,4.62
7686,midlife,4.71,1.59,3.09,2.02,5.26,2.26,3.9,5.45
7687,midline,4.79,1.03,3.36,1.97,4.42,1.44,4.17,5.08
7688,midnight,6.18,2.08,4.05,3.07,6.26,2.38,5.54,7.11
7689,midshipman,4.75,1.68,2.72,1.93,5.14,1.42,5,4.67
7690,midst,5.25,1.89,2.62,1.6,5.08,1.73,4.75,5.38
7691,midsummer,6.24,2.14,4.8,2.89,5.14,2.49,6.12,6.31
7692,midterm,4.14,2.19,4.82,2.68,4.28,1.99,3.91,4.36
7693,midtown,5.83,1.42,4.2,2.5,5.54,2.3,6.33,4.83
7694,midwife,5.65,1.31,3.14,1.96,5.96,2.18,5.33,5.71
7695,mighty,6.45,2.14,5.43,1.9,6.85,2.19,7.8,6
7696,mignon,5.57,2.36,3.37,2.43,4.82,2.28,4.67,5.93
7697,migraine,2.68,1.77,4.96,2.96,3.11,2.25,3.12,2.36
7698,migrate,4.57,1.4,3.33,2.78,5.55,2.09,5.25,4.15
7699,migration,4.52,1.6,3.54,2.37,4.88,2.31,4.75,4.38
7700,mil,4.85,1.66,4.05,2.31,5.58,1.96,5.09,4.56
7701,mild,5.9,2.1,2.39,1.8,5.67,2.4,5,6.58
7702,mildew,2.61,1.46,4.14,2.73,4.19,2.27,2.23,2.79
7703,mile,4.78,1.8,3.43,2.38,5.33,1.78,4.12,5.3
7704,mileage,5.9,1.71,2.95,1.94,5.64,1.93,6,5.88
7705,milestone,6.85,1.53,4.56,2.48,6.36,1.62,7,6.8
7706,militant,3.95,1.5,5.38,2.27,4.4,2.31,4.25,3.5
7707,military,4.9,2.34,5.8,2.31,5.89,2.64,4.46,5.62
7708,militia,4.21,2.2,4.36,2.5,4.52,2.56,4.73,3.86
7709,milk,6.74,1.91,2.33,1.56,6.31,2.33,6.78,6.7
7710,milkman,5.75,1.52,2.73,1.91,5.54,2.12,5.71,5.77
7711,milkshake,7.26,1.66,4.05,2.87,6,1.74,7.17,7.31
7712,milky,5,1.91,3.7,2.27,5.37,1.61,5.33,4.7
7713,mill,5.39,1.54,2.21,1.75,4.76,1.54,6.2,5.08
7714,millennium,4.85,2.11,4.59,2.09,4.71,2.22,4.2,5.07
7715,milligram,5.28,1.13,3.1,2.29,4.12,1.39,5.4,5.23
7716,millimeter,4.86,1.28,3.62,2.38,5.75,2.2,5.38,4.57
7717,million,7.55,1.79,5.38,2.71,5.82,2.19,8.33,7.27
7718,millionaire,7.32,2.11,6.14,2.95,5.73,2.64,7.44,7.2
7719,millionth,5.42,2.09,4.64,2.28,5,2.2,6.22,4.7
7720,millstone,4.86,1.96,3.12,2.51,6.4,2.04,5.75,4.31
7721,mime,4.58,1.61,2.81,2.2,4.85,1.39,4.33,4.62
7722,mimic,4.67,1.43,3.85,2.16,6.05,2.44,4.83,4.6
7723,mince,5.23,1.57,4.14,2.33,5.68,2.03,5.5,4.75
7724,mincemeat,4.05,2.06,3.84,2.01,4.19,2.11,4.6,3.81
7725,mind,6.7,1.6,5.05,2.26,6.09,2.14,6.18,6.9
7726,mindful,6.7,1.3,6,2.7,6.76,1.71,7,6.33
7727,mindless,3,1.6,3.1,1.81,3.86,2.71,3.44,2.6
7728,minefield,3.65,1.81,5.5,2.62,3.71,2.29,3.62,3.67
7729,miner,4.81,1.44,4.05,1.84,4.67,2.06,5.4,4.6
7730,mineral,6.05,2.12,2.86,2.61,4.67,1.92,5.17,6.46
7731,mingle,5.21,2.44,4.41,2.97,5.36,1.85,3.67,5.92
7732,mini,5.86,1.68,3,2.18,5.16,2.09,5.67,6
7733,miniature,6.11,1.24,3.95,2.06,4.39,2.15,5,6.46
7734,minibus,4.89,1.41,3.56,1.89,4.53,2.18,5.09,4.62
7735,minimal,4.62,1.75,3.41,2.06,4.67,1.91,4.89,4.42
7736,minimize,5.16,1.8,4.19,2.11,5.45,2.3,5.22,5.1
7737,minimum,4.8,1.51,3.27,1.67,5.22,1.73,5,4.64
7738,mining,4.5,1.71,4.57,2.78,5.53,2.01,5.75,3.92
7739,minion,5.33,1.98,5,2.34,3.94,2.41,5.25,5.38
7740,minister,5,1.84,3.85,2.94,5.65,1.93,4,5.4
7741,ministry,5.08,2.04,3.85,2.96,4.5,2.48,4.5,5.38
7742,minivan,4.4,1.19,2.95,2.36,5.92,2.5,4,4.47
7743,mink,5.86,1.81,3.24,2.39,4.86,2.1,6,5.62
7744,minor,4.81,1.6,3.26,1.98,4.79,1.93,4.8,4.81
7745,minority,4.75,1.12,3.1,1.84,4.88,2.55,5,4.71
7746,mint,6.55,1.54,4.9,2.43,6.62,1.75,6.18,7
7747,minty,7,1.68,3.19,1.97,5.09,1.9,6.73,7.17
7748,minute,5.5,1.47,3.76,2.64,4.17,2.28,5.33,5.6
7749,minx,6.63,1.61,3.95,2.36,4.78,2.3,6.55,6.43
7750,miracle,7.3,2.25,5.52,2.79,5.26,2.62,7.45,7.11
7751,miraculous,6.37,1.71,6.17,2.36,4.38,2.6,6.45,6.25
7752,mirage,4.47,2.25,3.8,1.96,4.21,2.11,4.46,4.5
7753,mire,4.2,1.4,3.94,1.92,4.19,1.33,4,4.27
7754,mirror,5.9,1.76,4.55,2.54,5.5,2.02,6.88,5.31
7755,misbehave,3.79,1.55,4.28,2.59,4.65,2.55,4,3.5
7756,miscalculation,3.21,1.18,4.71,2.05,4.96,2.48,2,3.44
7757,miscarriage,2.48,1.97,5.7,2.83,2.33,1.85,3.33,2.13
7758,miscellaneous,5.38,1.66,4,2.73,5.11,2.16,5,5.62
7759,mischief,4.78,2.39,5.77,1.78,4.97,2.48,5.21,4.56
7760,mischievous,4.48,2.27,4.88,1.78,4.86,2.46,4.25,4.62
7761,misconception,3.65,0.81,3.45,2.24,4.33,1.68,3.71,3.62
7762,misconduct,3.55,1.73,4.59,1.99,5.16,2.24,3.67,3.45
7763,misdemeanor,2.76,1.18,5.24,2.26,3.95,2.36,2.62,2.85
7764,misdirection,3.7,1.3,3.78,2.13,3.42,2.21,4.8,3.33
7765,miser,3.45,1.84,3.88,2.39,4.46,2.15,3.56,3.38
7766,miserable,2.6,1.9,5.06,3.04,3.86,2.12,2.2,2.73
7767,misery,2.2,1.59,4.82,2.64,3.8,2.34,2.42,2.04
7768,misfire,2.63,1.57,4.64,2.42,3,1.93,3.83,2.08
7769,misfit,4.19,2.27,5.09,2.15,4.52,2.62,3.4,4.44
7770,misfortune,2.4,1.93,4.24,2.19,2.92,1.96,1.5,2.62
7771,misguided,3.58,1.43,4.33,2.18,3.25,1.86,4.67,3.38
7772,mishap,3.5,1.3,4.61,2.31,3.26,1.82,4.38,3.15
7773,mislead,3.2,1.54,5.1,2.43,4.2,2.2,3.45,2.89
7774,misleading,3.14,1.42,4.48,2.06,3.69,1.87,3.45,2.8
7775,misplace,3.15,1.42,4.83,2.23,4.14,2.39,3.33,3
7776,misread,3.59,1.76,3.79,2.1,3.33,1.56,4,3.44
7777,miss,4.1,1.41,3.9,2.36,5.12,1.86,3.67,4.21
7778,missile,2.85,1.6,5.67,2.61,4.2,2.6,3.33,2.76
7779,mission,6.39,1.69,5.52,2.54,4.89,2.85,6.25,6.5
7780,missionary,5.33,1.98,4.24,1.67,5.6,2.18,5.42,5.22
7781,missy,5.4,1.7,3.39,1.97,4.82,1.62,5.4,5.4
7782,mist,6.47,1.58,3.05,1.96,4.7,2.52,6.62,6.17
7783,mistake,2.89,1.73,4.93,2.61,4.69,2.79,2.67,3.07
7784,mister,5.56,2.23,3.2,2.48,4.83,2.07,4.12,6.7
7785,mistletoe,7.1,1.37,4.77,2.37,6.57,1.86,6.56,7.55
7786,mistress,3.86,2.35,5.96,2.33,5.33,2.37,6.2,3.12
7787,mistrial,4.15,1.57,3.29,2.12,4.3,2.28,4.86,3.77
7788,mistrust,2,1.08,5.09,2.65,4.45,2.44,2.11,1.91
7789,misty,5.14,1.46,2.5,2,5,2.34,5.12,5.15
7790,misunderstand,4.05,1.6,5.09,2.47,3.5,1.68,4.27,3.8
7791,misunderstanding,2.86,1.46,4.52,2.43,3.83,2.09,3.33,2.5
7792,misuse,3.25,1.48,4.48,2.13,4.9,1.64,3.78,2.82
7793,mite,3.9,2,4.68,2.53,5.19,1.57,4.33,3.55
7794,miter,4.53,1.35,3.05,1.8,4.4,1.76,4,4.62
7795,mitigate,5.38,1.91,3.9,2.2,5.86,2.2,5.67,5.27
7796,mitigating,4.47,1.93,3.85,2.39,4.7,1.95,4.67,4.44
7797,mitt,5.48,2.06,2.75,1.74,5,2.19,5.5,5.47
7798,mitten,5.6,1.85,2.33,1.74,5.91,1.83,4.5,5.88
7799,mitzvah,4.47,1.54,4.22,1.99,5.06,2.63,4.73,4.12
7800,mix,5.71,1.23,2.86,2.06,5.56,2.06,5.7,5.73
7801,mixer,4.9,1.52,4.17,2.53,5.18,1.94,5,4.87
7802,mixture,5.9,1.3,3.52,2.42,6,1.97,6.33,5.58
7803,mnemonic,5.1,1.21,3.45,2.09,5.32,1.84,4.57,5.38
7804,moan,4.05,1.93,5.52,2.75,6.04,1.99,4.67,3.94
7805,moat,5.19,1.72,4.17,2.26,4.95,2.54,5.88,4.77
7806,mob,3.7,1.63,4.86,2.26,3.47,2.46,3.67,3.73
7807,mobile,5.81,1.12,3.76,1.76,5.9,2.05,5.56,6
7808,mobility,5.53,2.04,4.7,2.1,7.11,2.11,4.69,5.93
7809,mobilize,5.95,1.83,4.56,1.87,6.18,2.34,6,5.92
7810,mobster,3.05,1.5,5.14,1.98,4.04,2.61,4.33,2.82
7811,mocha,6.53,1.87,3.36,2.54,5.61,1.99,6,6.77
7812,mock,3.81,1.57,4.95,2.2,5.17,2.62,3.83,3.78
7813,mockery,2.95,1.63,4.48,2.63,4.11,2.72,3.44,2.58
7814,mockingbird,6.37,1.57,4.62,1.86,5.48,2.35,6,6.44
7815,mod,5.57,1.8,3.65,2.6,4.81,1.98,4.62,6.15
7816,mode,5.25,1.62,3.43,1.7,6.1,1.74,5.33,5.18
7817,model,6.38,1.99,3.9,2.61,6.53,2.61,6.31,6.5
7818,modeling,5.67,1.93,3.92,2.76,4.65,2.01,6.25,5.31
7819,modem,5.29,1.68,3.55,2.11,4.5,2.48,5,5.4
7820,moderate,5.52,1.17,4,2.41,5.53,1.75,5.5,5.54
7821,moderation,5.3,1.42,3.67,1.88,5.44,2.38,4.75,5.44
7822,modern,6.05,1.73,5.4,2.28,5.31,2.05,6.64,5.33
7823,modest,6.42,1.47,2.93,1.69,7.05,1.99,6.77,6.26
7824,modesty,6.19,1.94,4.41,2.2,5.81,2.52,6.2,6.19
7825,modicum,4.95,0.84,3.33,2.24,5.18,2.06,4.93,5
7826,modification,5.05,1.72,4.1,2.05,6.62,2.09,6,5
7827,modify,5.1,1.62,3.78,1.8,6.43,2.46,5.2,5.07
7828,module,4.9,1.26,4.33,2.22,5.41,2.38,5,4.85
7829,mogul,5.42,1.84,3.48,2.22,5.11,2.18,4.82,5.92
7830,moist,5.53,1.78,4.2,2.31,4.5,2.27,6.15,4.17
7831,moisture,5.5,1.71,4.39,2.09,4.14,1.96,5.2,5.62
7832,moisturizer,6.35,1.66,2.95,1.85,5.86,1.78,6.57,6.23
7833,molar,4.73,1.35,3.54,2.18,5.12,2.07,5.22,4.38
7834,molasses,5.9,1.65,3.09,2.11,5.71,2.15,5.67,6.09
7835,mold,2.71,1.58,3.77,2.29,4.5,2.42,2.64,2.75
7836,moldy,1.95,0.94,4.35,2.29,4.29,1.82,2.11,1.82
7837,mole,4.23,1.69,3.81,2.29,5.32,1.92,4.75,3.93
7838,molecular,5.5,1.5,3.52,2.16,5.14,2.15,6,5.09
7839,molecule,5.37,1.86,3.7,2.75,4.75,2.31,5.38,5.33
7840,molest,1.89,1.85,6.43,2.6,2.57,1.88,1.6,2
7841,molester,1.48,0.98,5,2.81,3.22,2.62,1.89,1.17
7842,molten,4.75,1.86,4.26,2.75,4.08,2.38,3.75,5
7843,mom,7.64,1.43,4.62,2.65,6.29,2.26,6.67,8.07
7844,moment,6.1,1.55,4.05,2.33,6,1.53,6.27,5.89
7845,momentary,4.95,1.62,3.73,2.05,4.8,2.42,5.62,4.57
7846,momentous,6.35,1.5,4.9,2.1,5.95,2.01,6.57,6.23
7847,momentum,6.1,1.8,4.14,2.61,5.16,2.39,5.5,6.25
7848,momma,7.45,1.74,3.45,2.7,5.11,2.45,7.75,7.29
7849,mommy,7.39,2.55,3.7,3.01,4.89,2.68,5.5,8.9
7850,monarch,4.33,1.83,3.41,2.09,3.78,2.39,3.67,4.83
7851,monarchy,3.29,1.65,3.7,2.83,4.04,2.13,4,3.08
7852,monastery,4.75,1.77,2.5,1.58,4.59,2.32,5.6,4.47
7853,monetary,6.32,1.49,4.46,2.55,5.62,2.04,7,5.85
7854,money,7.1,2.27,6.86,2.49,6.32,3.05,8,6.8
7855,mongoloid,4.23,2.11,4.28,2.32,3.79,2.34,3.22,4.92
7856,mongoose,4.95,1.96,3.55,2.39,4.23,1.82,4.79,5.25
7857,mongrel,3.47,2.06,4.5,2.35,3.46,1.59,2.5,3.92
7858,monitor,5.05,1.43,3.86,2.46,5.81,2.48,5.57,4.77
7859,monk,4.9,1.73,2.61,1.53,5.04,2.13,5.55,4.2
7860,monkey,5.82,2.13,5.15,2.5,5.74,2.7,5.77,5.89
7861,mono,3.85,1.63,3,1.94,4.88,2.51,3.7,4
7862,monogamous,7.05,1.72,4.4,2.38,7,2.05,7.12,7
7863,monogamy,6.43,2.01,3.48,2.11,5.57,2.4,6.22,6.58
7864,monogrammed,4.79,2.1,2.82,1.59,4.78,2.24,5.27,4.57
7865,monolith,5.24,1.14,3.57,2.04,4.32,2.5,5.67,4.67
7866,monologue,5.43,1.83,3.05,1.59,4.67,2.22,5.8,5.31
7867,monopoly,5.29,2.28,4.83,2.27,6.14,2.59,5.88,4.92
7868,monotonous,3.05,1.36,2.68,1.86,4.55,2.2,3.14,3
7869,monoxide,3,1.52,4.55,2.6,4.85,2.25,3.29,2.85
7870,monsieur,5.5,1.01,3.3,2.05,5.89,2.45,5.77,5.11
7871,monsoon,2.85,1.73,4.5,2.18,3.09,1.63,2.8,2.87
7872,monster,2.55,1.9,5.55,2.95,5,3.02,2.85,2.11
7873,monstrosity,3.84,2.22,5.83,2.55,4.21,2.5,4.8,3.5
7874,monstrous,3.43,1.91,5.9,2.14,3.86,2.33,4.11,2.92
7875,montage,5.48,1.72,4.85,2.13,5.76,2.19,5.67,5.4
7876,month,5.78,1.59,3.64,2.16,5.05,2.42,5.5,6
7877,monthly,5.32,1.95,3.5,1.74,4.67,2.2,4.67,5.62
7878,monument,6.24,1.41,2.82,1.79,5.45,1.54,6.11,6.33
7879,monumental,5.74,1.59,5.24,2.32,6.06,2.16,5.89,5.6
7880,moo,5.48,1.4,3.95,2.19,5.18,1.59,5.2,5.56
7881,mooch,3.71,1.95,5.8,2.46,5.2,2.29,3.62,3.77
7882,mood,5.29,1.74,4.5,2.63,5.79,2.66,5.69,4.62
7883,moody,3.71,1.85,5,2.36,4.26,2.68,3.79,3.68
7884,moon,7,1.88,3.43,2.27,6.11,2.03,6.12,7.7
7885,moonbeam,7.17,1.69,4.52,2.82,4.82,2.33,7.17,7.17
7886,moonlight,7.05,1.86,3.61,2.37,6.28,2.7,7.11,7
7887,moonlit,7.24,2.14,3.96,2.34,6.05,2.5,7.5,7.08
7888,moonshine,5.5,1.91,4.67,3.06,4.95,2.37,6.86,4.77
7889,moonwalk,6.18,1.59,5.15,2.54,6.08,1.93,6,6.31
7890,moor,4.95,2.04,3.95,1.4,5.28,2.09,5.67,4
7891,moose,6.71,1.45,4.85,2.35,4.97,2.16,6.75,6.69
7892,moot,4.62,1.75,3.71,1.98,5.52,2.24,4.5,4.78
7893,mop,4.53,1.12,3.14,1.77,5.32,2.06,5.33,4.38
7894,mope,3.27,1.64,3.26,1.69,4.76,2.23,3.4,3.25
7895,moped,5,1.79,3.62,2.27,5.38,1.99,4.78,5.17
7896,moral,6.85,1.86,3.73,2.39,6.31,2.48,6.88,6.82
7897,morale,5.95,1.85,4.1,2.36,6.23,1.8,5.57,6.15
7898,morality,6.48,1.81,4.76,2.3,6.5,2.2,6.62,6.38
7899,moray,4.74,0.45,4.45,2.04,5.24,1.73,5,4.62
7900,morbid,2.73,1.67,5.29,2.65,4.49,2.69,3,2.54
7901,mores,5.17,1.42,2.6,1.64,4.44,1.61,4.8,5.31
7902,morgue,1.79,1.18,3.48,2.62,3.32,2.23,2.22,1.4
7903,morn,3.62,2.18,3,1.98,4.3,2.35,3.6,3.64
7904,morning,6.41,1.92,3.95,2.33,6.35,1.84,6.83,6.27
7905,moron,4.3,1.92,4.5,2.84,4.55,2.54,3.88,4.53
7906,moronic,3.25,1.52,3.81,1.99,3.2,2.12,3.5,3.19
7907,morph,5.5,1.5,5.19,2.32,4.65,1.99,5,5.69
7908,morphine,4.58,2.27,5.14,3,4.57,2.35,6.2,4.08
7909,morsel,5.3,1.56,3.41,2.13,5.52,2.62,5.71,5.08
7910,mortal,4.39,2,3.55,2.04,3.88,2.09,4.4,4.38
7911,mortality,5.15,2.46,6.9,1.74,3.58,2.18,4.55,5.89
7912,mortar,4.14,2.06,4.37,2.83,4.94,2.25,3.62,4.46
7913,mortgage,3.45,1.5,4.43,2.39,3.74,1.69,3.88,3.38
7914,mortician,3.56,1.58,3.33,2.06,3.59,2.69,4.36,2.29
7915,mortuary,2.21,1.55,3.59,2.42,3.91,2.62,2.78,1.7
7916,mosaic,6.33,1.49,3.7,2.22,5.19,1.74,6,6.7
7917,mosey,5.85,1.9,4.5,2.67,5.36,2.4,5.38,6.17
7918,mosque,4.11,1.91,3,2.55,4.04,1.88,4.6,3.92
7919,mosquito,3.12,2.08,5.17,2.64,3.88,2.68,3.43,2.92
7920,motel,5.3,1.49,3.55,2.35,4.52,1.83,4.75,5.67
7921,moth,4.47,2.06,2.55,1.9,4.6,2.14,4.33,4.67
7922,mother,7.53,1.86,4.73,2.92,6.11,2.64,7.03,7.84
7923,motherfucker,1.61,1.04,7.33,2.06,2.56,2.23,2,1.3
7924,motherfucking,3.95,3.06,5.92,2.87,4.16,2.97,4.67,3.42
7925,motherhood,6.8,2.42,5.52,2.68,6,2.66,6.4,7.2
7926,motherland,5.8,1.77,4.22,2.56,5.76,2.23,5.78,5.82
7927,motherless,1.9,1.48,4.52,2.22,4.23,2.72,2.38,1.62
7928,motherly,7.67,1.75,3.74,2.88,5.08,2.48,8.4,7.38
7929,motif,5.27,1.55,4.24,2.49,6.42,1.86,5.78,4.92
7930,motion,5.8,1.47,4.71,2.31,6.15,2.12,5.9,5.7
7931,motivate,6.05,2.53,5.09,2.45,7.22,1.91,6.18,5.57
7932,motivation,6.24,2.05,4.73,2.6,6.35,1.69,4.8,6.69
7933,motivational,6.76,1.76,6.37,2.31,7.14,1.62,6,7.12
7934,motive,5.32,1.55,4.86,2.57,6.2,2.42,5.62,5.14
7935,motley,4.89,1.94,2.95,2.06,4.52,2.18,2.75,5.47
7936,motor,5.64,1.81,5.42,1.74,5.5,2.24,5.4,5.75
7937,motorbike,5.95,2.42,5.68,2.73,5.58,2.16,5.82,6.11
7938,motorboat,6.2,2.02,4.22,2.86,5.18,1.97,7.2,5.87
7939,motorcade,4.64,1.81,4.67,1.81,4.81,2.09,5.4,4.38
7940,motorcar,5.7,1.63,3.95,2.04,6.03,2.43,6.4,5
7941,motorcycle,5.8,1.36,5.8,2.76,5.55,2.58,6.14,5.62
7942,motorist,5.47,0.84,4.24,2,5.83,2.42,5.33,5.5
7943,motto,5.95,1.19,3.86,2.44,6.3,2.22,6.57,5.62
7944,mould,3.57,1.66,3.35,2.4,5.28,2.42,3.56,3.58
7945,mound,5.43,1.5,3.63,2.59,5.5,2.3,5.25,5.54
7946,mount,5.38,1.28,4.09,2.67,5.63,2.1,5.3,5.45
7947,mountain,6.65,1.77,4.12,2.5,6.18,2.58,7.24,6.27
7948,Mountain Dew,5.47,3.03,5.05,3.06,5.74,2.32,6.27,4.14
7949,mountaintop,6.5,1.82,4.28,2.8,5.46,2.98,6.6,6.47
7950,mourn,2.4,1.73,4.95,2.93,4.08,1.87,2.18,2.67
7951,mournful,3.32,1.42,2.78,1.77,3.59,2.62,3.64,2.88
7952,mourning,1.71,1.15,3.9,2.95,3.64,2.46,1.67,1.73
7953,mouse,4.8,2.04,3.38,1.94,4.29,2.16,5.25,4.69
7954,mousetrap,4.82,1.89,4.05,2.36,5.5,2.22,5,4.5
7955,mousse,6,0.92,3.19,1.86,6.04,2.03,6,6
7956,moustache,5.35,2.11,3.23,2.11,5.32,2.1,5.62,5.17
7957,mousy,3.74,1.63,3.1,2.13,3.2,1.54,4.67,3.56
7958,mouth,5.59,1.59,4.14,2.29,6,2.65,4.5,6.07
7959,mouthful,4.88,1.41,3.8,2.14,4.64,1.98,5.8,4.5
7960,mouthpiece,4.65,1.81,3.62,2.09,4.62,2.5,3.5,4.94
7961,mouthwash,5.7,2,2.67,2.22,5.38,2.39,4.6,6.07
7962,move,4.95,1.86,4.24,2.45,5.12,2.32,5.33,4.79
7963,movement,6.58,1.3,4,2.14,5.96,2.25,6.4,6.54
7964,mover,4.55,1.36,3.82,2.01,5.42,2.5,4.6,4.53
7965,movie,7.24,1.51,4.39,2.63,5.68,2.16,7.25,7.24
7966,mow,4.94,1.86,4.17,2.39,5.58,1.68,4.62,5.2
7967,mower,4.76,1.04,2.79,2.59,5.45,2.28,5.12,4.54
7968,moxie,6.1,1.45,3.78,1.99,5.79,2.59,7.2,5.73
7969,mozzarella,7.19,1.97,4.54,2.49,6.29,2.46,8.44,6.25
7970,muck,3.14,1.24,3.55,1.96,4.09,2.22,3.83,2.87
7971,mucous,2.95,1.73,3.83,2.32,4.41,2.32,2.33,3.38
7972,mucus,2.84,1.34,4.17,2.14,4.16,1.81,3.33,2.75
7973,mud,5.06,1.21,3.19,1.66,4.27,2.43,5,5.07
7974,muddle,4.47,1.35,3.05,2.14,4.8,2.19,5,4.47
7975,muddy,4.14,2.04,4.2,2.27,4.6,2.21,4.23,4.05
7976,muff,5.63,2.39,3.59,2.38,4.43,2.33,5.82,5.29
7977,muffin,7.1,1.62,4.05,2.82,6.29,2.2,7,7.22
7978,muffled,4.74,0.56,3.86,1.93,4.18,2.35,4.9,4.56
7979,muffler,3.63,1.83,4.27,2.95,4.64,2.04,3.5,3.69
7980,mug,4.16,1.77,3.83,2.52,4.82,2.25,4.75,3.73
7981,mugger,1.9,1.25,5.67,1.83,2.97,2.32,2.5,1.3
7982,mulberry,5.74,1.45,2.75,1.71,5.43,1.5,5,6.17
7983,mulch,5.33,1.8,3.52,1.81,5.24,1.09,5.8,5.19
7984,mule,4.26,1.48,2.78,1.66,4.5,2.37,4.45,4
7985,mull,4.38,1.69,3.12,2.11,5.11,2.45,4.44,4.33
7986,mullet,3.86,2.38,3.81,2.62,5.64,2.19,4.14,3.38
7987,multimedia,6.53,1.68,4.8,2.63,5.9,2.38,7,6.53
7988,multinational,5.3,1.56,3.94,2.55,5.33,1.65,5,5.4
7989,multiple,5,1.61,4,2.03,5.64,1.62,4.6,5.17
7990,multiple sclerosis,2.45,1.39,5.11,2.81,2.33,2.2,2.4,2.47
7991,multiplex,5.09,1.85,4.95,2.3,5.45,2.04,5.4,5
7992,multiply,5.43,1.69,4.39,1.95,5.48,2.18,5.4,5.44
7993,multitude,5,1.56,4.09,2.16,5.16,2.06,5.22,4.82
7994,mum,5.43,1.21,3.35,2.35,4.54,2.12,5.27,5.6
7995,mumble,4.4,1.73,3.19,2.18,3.68,2.25,5,4.25
7996,mumbo,4.76,1.87,5.1,1.33,4.75,2.29,5.33,4.53
7997,mummy,4.81,2.48,3.75,2.12,4.4,1.98,4.83,4.8
7998,mumps,2.61,1.61,3.84,2.81,3.44,1.64,2.8,2.54
7999,munch,6.32,1.53,3.62,1.96,6.14,1.73,6.22,6.4
8000,munchkin,6.95,1.81,4.27,2.25,4.13,2.22,6.27,7.71
8001,mundane,3.63,1.3,2.76,1.79,4,1.92,4,3.56
8002,municipal,4.89,1.49,3.05,2.31,4.92,2.32,5.08,4.5
8003,mural,6.67,1.24,3.4,2.24,5.95,1.68,6.11,7.08
8004,murder,1.48,0.81,6.24,2.76,3.38,2.28,1.67,1.43
8005,murderer,1.92,1.63,6.83,1.94,2.83,2.26,2.33,1.62
8006,murderess,2.56,1.54,5.8,2.71,3.52,2.35,2.8,2.46
8007,murderous,2.05,1.67,7.05,2.06,2.95,1.83,2.33,1.93
8008,murky,3.4,1.39,3.45,1.82,3.77,1.63,3.43,3.38
8009,murmur,4.57,1.43,4.08,1.58,4.36,1.89,5.25,4.15
8010,muscle,6.15,1.35,4.55,2.46,6.81,1.71,7.29,5.54
8011,muscular,6.32,1.85,4.98,2.48,6.52,2.03,6.09,6.53
8012,muse,6.3,1.08,4.75,2.63,6.12,1.53,6.27,6.33
8013,museum,6.67,1.59,3.74,2.58,5.4,2.06,6.5,6.89
8014,mush,4.05,1.79,3.21,2.41,4.79,1.93,4.25,3.92
8015,mushroom,5.61,2,3.14,2.28,5.5,1.75,4.6,6
8016,mushy,4.6,2.09,3.71,1.87,5.47,2.33,5,4.2
8017,music,7.67,1.82,5.57,3.09,6.5,2.25,7.87,7.56
8018,musical,7.68,1.21,5.63,2.61,5.43,2.48,6.6,8.06
8019,musician,6.79,1.55,5.52,2.02,5.7,2.24,7,6.75
8020,musk,4.5,1.82,2.45,1.88,4.56,1.71,4.2,4.62
8021,musket,4.13,1.71,4,2.74,4.64,2.04,4.71,3.88
8022,musketeer,4.76,1.95,4.71,2.45,4.96,2.01,4.83,4.67
8023,muskrat,4.15,1.9,3.5,2.18,4.32,1.49,4.2,4.13
8024,must,5.45,1.44,4.1,2.47,5.06,2.68,4.83,5.73
8025,mustang,6.32,1.97,6.14,2.83,6,2.21,4.67,7.08
8026,mustard,4.74,1.41,3.39,2,5.69,2.63,5.09,4.25
8027,muster,4.67,1.68,3.65,2.31,5.41,1.97,4.33,4.92
8028,musty,3.37,1.34,3.5,2.32,4.22,2.76,3.55,3.14
8029,mutant,5.06,1.95,4.61,2.64,4.53,2.29,5.45,4.43
8030,mutate,4.16,2.14,5.88,2.27,4.04,2.12,5.12,3.45
8031,mutation,4.14,1.9,4.56,2.83,4.16,2.21,3.86,4.3
8032,mute,3.95,1.47,2.45,1.88,4.18,2.24,4.14,3.85
8033,muted,3.63,1.67,2.15,1.66,4.9,2.34,4.33,3.67
8034,mutilate,2,1.21,4.96,2.75,2.91,2.37,1.67,2.06
8035,mutilated,2.73,2.1,6,2.47,3.32,1.99,3.07,2.12
8036,mutilation,2.27,1.61,5.38,2.67,2.73,1.55,2.36,2.12
8037,mutiny,4.2,1.91,5.18,2.32,4.56,2.22,5.43,3.54
8038,mutt,4.84,2.63,4.14,2.25,4.5,2.19,4.5,5
8039,mutter,4.4,0.82,3.67,2.06,5.57,1.72,4.11,4.64
8040,mutual,6.48,1.25,3.5,2.45,6.45,2.24,6.62,6.38
8041,muzzle,3.95,1.75,4.65,2.29,3.54,2.06,4.36,3.5
